id,gender,age,school,educ,asvabc,height85,weight85,weight94,ethnic,faith,marital,sch_moth,sch_fath,siblings,library,pov78,exp,earnings,hours,lnexp,lnearn,lnage,expshare
3791,female,44,14,associate degree,59.26414,62,110,125,white,catholic,married,9,12,3,yes,no,17.92308,19.56,21,2.8860893,2.9734867,3.7841897,40.734272
653,male,42,18,masters,64.71653,69,155,155,white,other,married,16,13,0,no,no,17.92308,29.01,51,2.8860893,3.3676405,3.7376697,42.674
3838,male,37,12,high school dip,46.99625,72,165,210,white,catholic,single,12,12,3,yes,no,17.94231,19.23,50,2.8871617,2.9564714,3.6109178,48.49273
5357,male,37,12,high school dip,39.36291,65,130,135,white,other,single,7,7,2,yes,no,17.94231,11.9,50,2.8871617,2.4765384,3.6109178,48.49273
1585,male,40,12,high school dip,52.17603,70,168,195,white,catholic,divorced,16,13,1,no,no,17.94231,28.95,40,2.8871617,3.3655703,3.6888795,44.855774
2085,male,38,12,high school dip,54.08437,64,135,135,white,protestant,married,12,12,1,yes,no,17.94231,11.54,50,2.8871617,2.4458191,3.637586,47.216606
3024,male,39,13,high school dip,38.81767,72,147,170,white,catholic,divorced,8,8,1,yes,no,17.94231,24.47,55,2.8871617,3.1974478,3.6635616,46.005924
5476,female,42,12,high school dip,30.63908,66,113,126,black,protestant,divorced,10,7,6,yes,yes,17.96154,15.4,40,2.8882327,2.7343674,3.7376697,42.76557
2010,male,44,19,degree,58.44628,74,170,180,white,protestant,married,16,18,1,no,no,17.96154,47,45,2.8882327,3.8501475,3.7841897,40.821682
4754,female,42,18,masters,61.44509,68,155,150,white,protestant,married,16,20,1,yes,yes,17.96154,31.19,41,2.8882327,3.4400976,3.7376697,42.76557
4874,female,42,18,degree,63.08081,67,170,198,white,protestant,divorced,12,12,3,yes,no,17.98077,37.2,50,2.889303,3.6163087,3.7376697,42.811356
4942,male,38,12,high school dip,35.54623,68,155,180,white,protestant,divorced,8,10,4,no,yes,17.98077,47.11,10,2.889303,3.8524854,3.637586,47.317818
3676,male,41,16,associate degree,63.35343,71,155,170,white,catholic,married,12,16,5,yes,no,17.98077,26.92,50,2.889303,3.2928696,3.713572,43.855537
1958,male,42,15,high school dip,58.44628,75,180,185,white,protestant,married,13,13,5,no,no,17.98077,15.11,40,2.889303,2.7153568,3.7376697,42.811356
11822,male,38,12,high school dip,45.36054,73,200,270,white,protestant,married,12,17,3,yes,no,18,23.6,40,2.8903718,3.1612468,3.637586,47.36842
346,male,40,16,degree,49.17721,69,160,180,white,catholic,divorced,12,8,2,yes,no,18,30,50,2.8903718,3.4011974,3.6888795,45
5275,female,43,12,no quals,48.35935,66,160,229,white,none,married,10,12,3,yes,yes,18,7.08,38,2.8903718,1.9572738,3.7612002,41.860466
332,male,38,9,high school drop-out,46.1784,68,165,210,hispanic,catholic,divorced,5,6,5,no,yes,18,7,50,2.8903718,1.9459101,3.637586,47.36842
400,female,41,16,degree,65.53439,65,130,145,white,catholic,divorced,12,10,2,yes,no,18,39.66,40,2.8903718,3.6803432,3.713572,43.90244
5140,female,42,16,degree,51.63079,63,125,125,white,protestant,married,14,12,2,yes,no,18,23.8,21,2.8903718,3.1696856,3.7376697,42.857143
4968,female,38,14,associate degree,60.62724,67,202,250,white,protestant,single,12,12,3,yes,no,18.01923,23,40,2.8914394,3.1354942,3.637586,47.419025
1188,male,39,15,high school dip,59.80938,69,180,190,white,jewish,married,12,12,2,yes,no,18.03846,16.53,50,2.8925061,2.805177,3.6635616,46.25246
803,female,39,12,high school dip,61.99033,68,124,145,white,other,married,12,12,3,yes,no,18.03846,18.18,55,2.8925061,2.9003222,3.6635616,46.25246
1131,female,43,12,high school dip,44.8153,64,121,147,hispanic,catholic,divorced,11,11,4,yes,no,18.03846,16.34,40,2.8925061,2.793616,3.7612002,41.949905
5341,female,40,16,degree,61.71771,67,135,158,white,other,married,12,12,3,yes,no,18.03846,24.5,30,2.8925061,3.198673,3.6888795,45.09615
21,female,40,16,degree,63.35343,62,138,160,white,catholic,married,12,18,2,yes,no,18.03846,38.46,45,2.8925061,3.6496186,3.6888795,45.09615
1055,male,42,16,degree,60.89985,72,175,180,white,protestant,married,12,16,1,yes,no,18.03846,8.3,14,2.8925061,2.1162555,3.7376697,42.948715
5247,female,41,12,high school dip,51.08555,67,220,275,white,other,married,13,12,2,no,no,18.05769,6.15,30,2.8935716,1.8164521,3.713572,44.043144
244,female,45,12,high school dip,60.62724,62,155,230,white,protestant,married,16,7,4,yes,no,18.05769,7,15,2.8935716,1.9459101,3.8066626,40.1282
2077,female,45,12,high school drop-out,45.90578,63,123,160,white,protestant,married,8,12,3,yes,no,18.05769,8.5,40,2.8935716,2.1400661,3.8066626,40.1282
12075,male,39,16,degree,63.62605,66,140,152,white,catholic,divorced,12,12,3,yes,no,18.07692,45.67,60,2.894636,3.8214417,3.6635616,46.351074
4852,female,40,12,high school dip,34.18314,64,140,160,white,protestant,married,11,8,5,yes,no,18.07692,5.15,35,2.894636,1.6389967,3.6888795,45.1923
1444,female,40,13,high school dip,50.26769,62,130,190,hispanic,catholic,single,10,11,2,yes,no,18.07692,3.88,45,2.894636,1.3558352,3.6888795,45.1923
4804,female,39,12,high school dip,48.90459,71,165,180,white,protestant,married,12,12,2,yes,no,18.07692,2.9,56,2.894636,1.0647107,3.6635616,46.351074
1644,male,41,13,no quals,48.35935,65,155,190,hispanic,catholic,divorced,6,4,1,yes,no,18.07692,12,48,2.894636,2.4849067,3.713572,44.090046
1039,female,42,15,high school dip,55.9927,67,120,150,white,other,divorced,13,12,3,yes,no,18.07692,19.99,40,2.894636,2.995232,3.7376697,43.040283
2049,female,40,16,high school dip,61.99033,70,150,165,white,catholic,married,12,8,5,yes,no,18.07692,16.18,38,2.894636,2.783776,3.6888795,45.1923
3901,male,43,15,high school dip,64.17129,73,178,200,white,protestant,married,12,12,1,yes,yes,18.07692,15.4,50,2.894636,2.7343674,3.7612002,42.03935
769,male,41,12,high school dip,46.72364,70,130,155,white,catholic,single,12,12,1,yes,no,18.09615,17.75,40,2.8956993,2.8763855,3.713572,44.13695
1508,male,37,14,associate degree,64.17129,68,120,140,white,other,married,14,16,3,yes,no,18.09615,11.21,60,2.8956993,2.4168062,3.6109178,48.908512
1646,female,37,14,high school dip,36.63671,62,125,140,hispanic,catholic,divorced,12,10,1,yes,no,18.11539,43.85,35,2.896762,3.7807746,3.6109178,48.960514
4319,female,39,14,high school dip,50.26769,60,107,138,hispanic,catholic,married,12,12,4,no,no,18.11539,12.74,40,2.896762,2.5447466,3.6635616,46.44972
2732,male,39,12,high school dip,51.63079,73,190,212,white,protestant,single,5,5,2,no,no,18.11539,13.9,40,2.896762,2.6318889,3.6635616,46.44972
2962,male,40,16,degree,52.72127,73,178,186,white,catholic,married,12,16,5,yes,no,18.11539,55.55,45,2.896762,4.0172834,3.6888795,45.288475
1004,female,41,14,associate degree,40.72601,65,130,140,white,protestant,single,12,11,2,yes,no,18.11539,19.89,40,2.896762,2.990217,3.713572,44.18388
3895,male,44,20,professional,62.80819,71,175,175,white,catholic,married,14,16,3,yes,no,18.13461,55.94,55,2.8978221,4.0242796,3.7841897,41.21502
1417,male,38,12,high school dip,40.99863,70,145,180,white,protestant,married,9,12,4,no,no,18.13461,13,40,2.8978221,2.5649493,3.637586,47.722656
2068,female,41,16,masters,51.90341,68,135,180,white,protestant,married,15,16,3,yes,no,18.13461,16.25,32,2.8978221,2.7880929,3.713572,44.230755
2378,male,37,15,high school dip,51.35817,72,190,215,white,other,married,11,12,3,no,no,18.13461,15.69,40,2.8978221,2.7530236,3.6109178,49.01246
949,female,39,12,high school dip,50.26769,63,114,150,white,none,married,12,11,1,yes,no,18.13461,31.1,40,2.8978221,3.437208,3.6635616,46.498997
2442,female,43,18,degree,54.08437,66,135,203,white,other,married,13,7,0,yes,no,18.13461,32.21,40,2.8978221,3.472277,3.7612002,42.17351
373,female,43,12,high school dip,41.81648,60,120,135,white,catholic,married,4,4,2,yes,no,18.15385,11,40,2.8988826,2.3978953,3.7612002,42.218258
2725,male,38,14,high school dip,62.26295,70,140,160,white,protestant,divorced,12,10,0,yes,no,18.15385,8,40,2.8988826,2.0794415,3.637586,47.773293
723,female,40,12,high school dip,45.90578,63,140,150,white,protestant,married,11,12,4,no,no,18.17308,10.55,40,2.8999414,2.3561258,3.6888795,45.4327
3472,male,42,18,masters,53.53913,74,185,190,white,catholic,married,12,10,3,yes,no,18.17308,55.76,50,2.8999414,4.0210567,3.7376697,43.269238
235,male,39,15,associate degree,52.99389,68,178,174,white,protestant,married,12,12,3,yes,no,18.17308,33.65,40,2.8999414,3.5160131,3.6635616,46.59764
641,male,40,12,high school drop-out,34.18314,67,180,200,white,protestant,divorced,13,14,2,yes,no,18.19231,14.42,40,2.900999,2.668616,3.6888795,45.480774
4914,male,43,12,high school dip,43.17958,67,160,175,white,protestant,married,10,12,2,no,no,18.19231,15.38,40,2.900999,2.733068,3.7612002,42.307697
1623,female,42,17,high school dip,65.80701,67,235,300,white,protestant,single,16,16,1,yes,no,18.19231,7.5,15,2.900999,2.014903,3.7376697,43.315025
3781,female,42,16,degree,57.08318,66,125,160,white,protestant,married,20,12,2,yes,no,18.21154,27.4,40,2.9020555,3.310543,3.7376697,43.36081
4017,female,42,13,high school dip,38.81767,64,168,120,black,protestant,divorced,9,12,5,no,yes,18.21154,9.5,56,2.9020555,2.2512918,3.7376697,43.36081
3732,male,38,12,high school dip,64.71653,77,200,207,white,catholic,single,12,19,2,yes,no,18.21154,38.46,40,2.9020555,3.6496186,3.637586,47.925106
1208,female,44,20,professional,62.26295,68,135,230,black,protestant,single,9,9,11,yes,no,18.21154,38.46,50,2.9020555,3.6496186,3.7841897,41.389866
2326,male,40,12,high school dip,40.99863,70,168,195,white,protestant,married,10,12,2,yes,no,18.23077,16,52,2.9031107,2.7725887,3.6888795,45.576927
2760,male,37,12,high school dip,49.72245,71,185,210,white,protestant,married,12,12,5,no,yes,18.23077,14.86,37,2.9031107,2.698673,3.6109178,49.27235
1038,female,37,14,high school dip,51.08555,59,110,165,white,protestant,married,12,14,2,yes,no,18.23077,12.23,40,2.9031107,2.503892,3.6109178,49.27235
1804,female,42,17,degree,64.44391,71,139,148,white,protestant,married,13,16,1,yes,no,18.23077,22.91,24,2.9031107,3.1315734,3.7376697,43.406597
2991,female,39,16,degree,51.63079,61,148,185,white,jewish,married,16,12,1,yes,no,18.25,25,30,2.904165,3.218876,3.6635616,46.794872
5438,female,41,16,degree,62.80819,66,135,145,white,catholic,married,14,16,4,no,no,18.25,30.28,40,2.904165,3.4104874,3.713572,44.512196
582,female,43,16,degree,62.53557,60,98,115,white,other,divorced,17,20,2,yes,no,18.25,13.78,60,2.904165,2.6232183,3.7612002,42.44186
3234,female,43,15,associate degree,57.90104,63,118,135,white,other,married,12,8,4,no,no,18.25,14.42,40,2.904165,2.668616,3.7612002,42.44186
4374,male,41,12,high school drop-out,42.63434,73,162,250,black,catholic,single,13,16,3,yes,no,18.25,12,40,2.904165,2.4849067,3.713572,44.512196
87,male,39,12,high school dip,32.00218,68,170,159,black,protestant,single,11,12,7,yes,no,18.25,8.5,40,2.904165,2.1400661,3.6635616,46.794872
4468,male,43,13,high school dip,57.08318,72,200,250,white,protestant,married,12,16,2,yes,no,18.25,29.5,40,2.904165,3.3843904,3.7612002,42.44186
591,female,38,14,high school dip,61.99033,63,115,122,hispanic,catholic,divorced,12,16,2,yes,no,18.25,16.41,41,2.904165,2.797891,3.637586,48.026318
4248,male,40,14,high school dip,60.89985,74,275,310,white,other,single,15,15,2,yes,no,18.25,19.38,50,2.904165,2.9642415,3.6888795,45.625
3830,male,38,12,high school dip,47.5415,71,140,195,white,protestant,married,11,12,3,yes,no,18.26923,16.5,52,2.9052181,2.8033605,3.637586,48.07692
2430,female,44,10,high school drop-out,30.9117,60,110,105,white,other,divorced,9,10,5,yes,no,18.26923,14.42,40,2.9052181,2.668616,3.7841897,41.520977
2701,female,39,16,degree,43.99744,62,130,142,hispanic,protestant,married,5,6,8,yes,yes,18.26923,29.48,45,2.9052181,3.383712,3.6635616,46.84418
4738,male,44,14,associate degree,60.89985,72,180,194,white,none,married,10,10,4,yes,no,18.26923,23.04,56,2.9052181,3.1372318,3.7841897,41.520977
918,female,39,12,high school dip,49.44983,65,130,125,white,catholic,divorced,12,12,3,yes,no,18.26923,9.85,40,2.9052181,2.2874715,3.6635616,46.84418
11752,female,44,12,high school dip,39.90815,61,150,153,black,catholic,married,12,12,4,yes,no,18.28846,9.46,40,2.9062703,2.2470725,3.7841897,41.564682
11958,female,38,12,no quals,44.54268,63,110,150,white,catholic,married,16,16,0,yes,no,18.28846,34.34,35,2.9062703,3.536311,3.637586,48.127525
1919,male,39,14,no quals,49.99507,74,140,150,white,protestant,married,12,12,2,yes,no,18.28846,17.3,40,2.9062703,2.8507063,3.6635616,46.893486
1081,male,40,14,associate degree,55.44746,69,155,230,white,none,single,16,16,3,yes,no,18.28846,15,45,2.9062703,2.7080503,3.6888795,45.72115
3311,male,41,11,high school dip,41.27124,65,135,179,black,protestant,single,12,11,4,yes,no,18.28846,10.86,40,2.9062703,2.3850863,3.713572,44.606
606,male,38,13,degree,52.17603,74,270,260,white,catholic,married,11,14,5,yes,no,18.28846,20.67,40,2.9062703,3.0286834,3.637586,48.127525
978,female,43,16,degree,43.72482,60,111,145,white,protestant,married,11,12,4,yes,yes,18.28846,10.81,32,2.9062703,2.3804717,3.7612002,42.531303
932,female,43,12,high school drop-out,42.90696,64,127,127,white,catholic,divorced,12,12,5,yes,no,18.28846,15,40,2.9062703,2.7080503,3.7612002,42.531303
485,female,40,12,high school drop-out,38.27243,63,102,110,white,catholic,married,12,12,2,yes,no,18.30769,11.18,15,2.9073212,2.4141264,3.6888795,45.769226
12102,male,40,16,degree,56.53794,66,145,135,hispanic,catholic,married,17,16,2,yes,no,18.30769,38.46,40,2.9073212,3.6496186,3.6888795,45.769226
1996,male,44,12,high school dip,54.90222,68,165,182,white,protestant,single,9,12,2,yes,no,18.30769,14.46,40,2.9073212,2.6713862,3.7841897,41.608387
2118,male,40,12,high school dip,44.8153,69,170,182,white,catholic,married,12,12,3,no,no,18.30769,19.1,40,2.9073212,2.9496884,3.6888795,45.769226
4979,male,37,12,high school dip,51.90341,67,140,205,hispanic,catholic,married,12,12,2,yes,yes,18.30769,12.82,60,2.9073212,2.5510063,3.6109178,49.480244
2043,male,45,17,degree,62.26295,72,170,175,white,catholic,married,6,13,11,yes,yes,18.32692,40.14,42,2.908371,3.6923733,3.8066626,40.726486
2636,female,43,18,degree,53.53913,53,130,155,white,protestant,married,12,12,2,no,no,18.32692,16.34,40,2.908371,2.793616,3.7612002,42.620743
1368,male,40,16,degree,64.98915,72,216,215,white,catholic,divorced,12,16,7,yes,no,18.32692,11.92,50,2.908371,2.4782176,3.6888795,45.8173
11850,female,39,8,high school drop-out,40.72601,62,155,190,white,protestant,divorced,12,6,5,no,no,18.34615,9.7,55,2.9094198,2.272126,3.6635616,47.04141
3263,male,41,16,degree,64.71653,66,225,240,white,catholic,divorced,12,11,2,yes,no,18.34615,58,40,2.9094198,4.060443,3.713572,44.746704
4813,male,37,14,associate degree,51.90341,77,160,200,white,catholic,married,16,16,1,yes,no,18.34615,25.96,40,2.9094198,3.2565567,3.6109178,49.584187
3920,male,40,12,high school dip,51.90341,76,195,235,white,catholic,single,12,16,6,yes,no,18.34615,18.31,42,2.9094198,2.9074473,3.6888795,45.86537
3464,male,40,16,degree,62.80819,74,215,260,white,protestant,single,12,16,3,yes,no,18.34615,25,50,2.9094198,3.218876,3.6888795,45.86537
4818,male,42,12,high school dip,62.80819,69,135,140,white,catholic,single,12,12,4,yes,no,18.34615,10.49,40,2.9094198,2.3504224,3.7376697,43.68131
5648,female,43,13,high school dip,62.26295,69,155,139,white,protestant,married,12,12,3,yes,no,18.36539,21.5,40,2.9104679,3.068053,3.7612002,42.710213
393,male,39,13,high school dip,57.62842,72,190,225,white,catholic,married,11,12,3,yes,no,18.38461,25,50,2.9115138,3.218876,3.6635616,47.140022
422,male,43,19,masters,65.26176,67,165,180,white,jewish,married,16,20,2,yes,no,18.38461,32.05,45,2.9115138,3.467297,3.7612002,42.754906
12073,female,42,12,high school dip,46.1784,63,185,290,white,jewish,married,12,12,2,yes,no,18.38461,17.06,40,2.9115138,2.8367364,3.7376697,43.77288
1858,female,42,18,degree,55.9927,66,125,180,white,protestant,married,14,18,5,yes,no,18.38461,24.61,50,2.9115138,3.203153,3.7376697,43.77288
3143,female,41,16,degree,51.63079,64,125,175,white,catholic,married,12,12,3,yes,no,18.40385,26.44,40,2.91256,3.274878,3.713572,44.88744
1924,male,39,16,degree,46.45102,72,165,225,white,protestant,married,11,16,3,yes,no,18.40385,18.88,45,2.91256,2.9381032,3.6635616,47.18936
3118,female,38,12,degree,43.4522,64,120,135,white,protestant,married,13,14,6,no,no,18.40385,20.43,32,2.91256,3.0170045,3.637586,48.431187
12120,female,43,12,high school dip,44.27006,62,130,145,white,protestant,married,14,14,1,yes,no,18.40385,7.5,40,2.91256,2.014903,3.7612002,42.799652
2328,female,45,16,degree,58.17366,64,140,267,white,protestant,married,10,12,3,yes,no,18.40385,12,40,2.91256,2.4849067,3.8066626,40.897446
4828,male,40,16,degree,60.35461,72,195,235,white,catholic,married,13,17,4,yes,no,18.40385,25.27,35,2.91256,3.2296178,3.6888795,46.00963
2285,female,45,20,masters,60.89985,63,119,122,white,protestant,married,12,12,2,yes,yes,18.40385,19.79,34,2.91256,2.9851768,3.8066626,40.897446
1655,female,45,14,high school dip,52.72127,64,130,140,white,protestant,married,12,12,4,yes,no,18.40385,15.75,20,2.91256,2.7568405,3.8066626,40.897446
5282,female,43,13,high school dip,47.5415,67,124,140,white,other,married,13,13,3,yes,yes,18.40385,13.79,40,2.91256,2.6239438,3.7612002,42.799652
3016,male,40,16,degree,61.71771,76,220,255,white,other,married,12,12,2,yes,no,18.42308,23.7,43,2.9136043,3.1654751,3.6888795,46.0577
4867,female,41,12,high school dip,50.26769,62,125,145,white,catholic,married,12,13,1,yes,no,18.42308,7.48,20,2.9136043,2.0122328,3.713572,44.93434
2038,male,40,18,masters,63.62605,72,180,183,white,protestant,married,13,17,1,yes,no,18.42308,63.64,42,2.9136043,4.153242,3.6888795,46.0577
3616,male,39,12,high school dip,61.44509,72,150,150,white,catholic,married,12,9,3,no,no,18.42308,19.45,40,2.9136043,2.967847,3.6635616,47.238667
438,female,39,13,high school dip,60.62724,59,120,121,white,other,divorced,10,12,2,yes,no,18.44231,10.02,50,2.9146476,2.304583,3.6635616,47.287975
2136,female,43,17,degree,54.6296,62,132,150,white,protestant,single,12,16,5,yes,yes,18.44231,15.86,40,2.9146476,2.7638001,3.7612002,42.889095
4067,male,40,12,high school dip,51.63079,72,165,170,white,protestant,married,10,12,7,no,yes,18.44231,16,40,2.9146476,2.7725887,3.6888795,46.105774
952,female,38,12,high school dip,53.81174,63,112,140,white,protestant,married,12,12,3,yes,no,18.44231,23,20,2.9146476,3.1354942,3.637586,48.532394
4056,male,41,16,degree,58.99152,69,175,210,white,protestant,married,12,14,1,yes,no,18.44231,23.07,40,2.9146476,3.138533,3.713572,44.981243
5404,female,38,13,high school dip,51.90341,67,140,175,white,protestant,divorced,12,18,6,yes,no,18.46154,16.82,40,2.9156897,2.8225687,3.637586,48.583
3410,male,42,16,degree,58.99152,68,160,175,white,catholic,married,12,12,1,yes,no,18.46154,13.63,55,2.9156897,2.6122732,3.7376697,43.956047
4054,female,41,14,no quals,43.17958,64,118,148,white,catholic,single,14,15,4,yes,no,18.46154,21,36,2.9156897,3.0445225,3.713572,45.02815
3900,female,37,12,high school dip,38.81767,65,125,125,white,catholic,single,15,12,6,yes,no,18.46154,13.62,48,2.9156897,2.6115394,3.6109178,49.896053
2772,male,38,12,high school dip,37.18195,72,179,245,black,other,married,12,16,10,no,no,18.46154,8,40,2.9156897,2.0794415,3.637586,48.583
823,male,41,14,high school dip,42.63434,69,150,185,white,,single,12,16,1,yes,no,18.46154,12.5,43,2.9156897,2.5257287,3.713572,45.02815
4987,female,43,15,associate degree,60.89985,62,115,130,white,catholic,married,9,13,3,yes,no,18.46154,19.23,40,2.9156897,2.9564714,3.7612002,42.933815
2012,female,42,12,high school dip,49.72245,61,150,210,white,protestant,married,12,9,3,yes,no,18.46154,11.66,45,2.9156897,2.4561641,3.7376697,43.956047
4407,male,41,16,degree,60.89985,71,155,165,white,catholic,single,16,16,3,yes,no,18.46154,85.47,45,2.9156897,4.4481654,3.713572,45.02815
3938,female,40,12,high school drop-out,32.82004,61,235,232,black,protestant,single,11,8,2,yes,no,18.48077,7.6,20,2.9167306,2.0281482,3.6888795,46.201927
2468,male,39,16,degree,62.26295,75,210,260,white,other,divorced,14,16,1,yes,no,18.5,76.92,50,2.9177706,4.342766,3.6635616,47.435898
4762,female,40,12,high school dip,43.99744,67,130,165,white,protestant,single,13,12,4,yes,no,18.5,7,35,2.9177706,1.9459101,3.6888795,46.25
3748,male,44,12,high school dip,63.08081,72,160,215,white,catholic,single,12,12,3,yes,yes,18.5,10.2,43,2.9177706,2.3223877,3.7841897,42.045456
11759,male,38,12,high school dip,44.27006,69,140,190,white,catholic,married,10,12,3,yes,no,18.5,24.03,40,2.9177706,3.1793032,3.637586,48.68421
1063,female,41,12,high school dip,53.53913,69,172,242,white,protestant,married,10,8,8,no,yes,18.51923,8.57,40,2.9188097,2.1482677,3.713572,45.168854
3425,male,38,13,high school dip,58.7189,70,185,205,white,protestant,single,13,12,4,yes,yes,18.51923,34.15,40,2.9188097,3.5307627,3.637586,48.734814
3322,female,43,13,associate degree,41.81648,64,110,120,black,protestant,divorced,12,12,3,yes,yes,18.51923,8.26,45,2.9188097,2.1114247,3.7612002,43.067978
4330,male,40,14,associate degree,36.90933,72,242,320,white,none,married,12,11,1,no,no,18.51923,18,40,2.9188097,2.8903718,3.6888795,46.298073
11994,male,40,12,high school dip,52.17603,68,160,226,white,protestant,married,12,12,3,no,no,18.53846,13.67,45,2.9198475,2.6152036,3.6888795,46.34615
1677,male,39,12,high school dip,55.9927,67,135,165,white,protestant,married,13,13,5,yes,no,18.53846,25.5,40,2.9198475,3.2386785,3.6635616,47.53451
3760,male,38,12,high school dip,52.72127,71,175,187,white,protestant,single,12,12,2,yes,no,18.53846,28.84,40,2.9198475,3.3617632,3.637586,48.78542
2186,female,43,16,degree,62.26295,64,115,134,white,protestant,married,18,16,1,yes,no,18.53846,29.27,28,2.9198475,3.376563,3.7612002,43.112698
2295,female,43,15,associate degree,46.99625,64,145,160,white,protestant,divorced,12,12,5,yes,no,18.53846,11.12,40,2.9198475,2.4087453,3.7612002,43.112698
4120,female,42,13,associate degree,47.81411,66,125,160,white,other,married,12,6,1,yes,no,18.55769,16.75,40,2.9208841,2.8183982,3.7376697,44.184975
674,male,41,12,high school dip,32.00218,69,165,215,black,protestant,married,10,11,6,yes,no,18.55769,14.16,60,2.9208841,2.6504211,3.713572,45.262657
1233,female,42,14,associate degree,48.63197,68,145,120,white,protestant,married,12,12,3,yes,no,18.55769,17.01,52,2.9208841,2.8338015,3.7376697,44.184975
11910,female,41,13,high school dip,47.81411,68,120,128,white,catholic,married,12,10,3,yes,no,18.55769,9.25,28,2.9208841,2.2246234,3.713572,45.262657
1085,male,41,12,high school dip,53.81174,72,175,213,white,protestant,divorced,8,12,1,no,no,18.55769,14,50,2.9208841,2.6390574,3.713572,45.262657
2509,male,40,16,degree,60.082,71,142,220,white,catholic,married,12,17,3,yes,no,18.55769,30,45,2.9208841,3.4011974,3.6888795,46.394226
4179,female,44,14,high school dip,47.5415,62,125,200,black,catholic,divorced,13,16,6,yes,no,18.55769,20.03,40,2.9208841,2.9972312,3.7841897,42.176567
4205,male,41,12,high school dip,27.09503,67,120,150,black,catholic,divorced,12,13,4,yes,no,18.57692,9.15,40,2.9219198,2.213754,3.713572,45.30956
2773,male,40,14,high school dip,43.99744,72,200,270,black,protestant,married,11,5,0,no,no,18.57692,10.09,40,2.9219198,2.311545,3.6888795,46.4423
645,male,41,16,degree,61.99033,74,190,190,white,protestant,married,12,14,2,yes,no,18.57692,34.61,50,2.9219198,3.5441427,3.713572,45.30956
1744,male,41,13,high school dip,57.3558,68,185,250,white,none,divorced,14,12,3,yes,no,18.57692,25,40,2.9219198,3.218876,3.713572,45.30956
5625,male,39,12,high school dip,52.99389,70,215,220,white,protestant,married,11,12,3,yes,no,18.57692,17.5,42,2.9219198,2.862201,3.6635616,47.633125
2310,female,38,13,high school dip,42.36172,67,154,210,black,other,married,6,6,5,no,yes,18.59615,16.34,40,2.9229546,2.793616,3.637586,48.937237
2204,female,40,15,associate degree,57.62842,66,126,145,white,protestant,married,7,12,3,yes,no,18.59615,10.33,45,2.9229546,2.3350523,3.6888795,46.49037
4575,male,41,12,high school dip,43.4522,69,165,195,white,protestant,married,12,12,2,no,no,18.59615,27,60,2.9229546,3.295837,3.713572,45.35646
2920,male,41,12,high school dip,51.35817,68,170,175,white,catholic,married,12,12,6,no,no,18.61539,25,40,2.9239886,3.218876,3.713572,45.403393
1867,male,39,12,associate degree,61.99033,68,200,210,white,catholic,married,10,12,1,no,no,18.61539,20.1,44,2.9239886,3.0007198,3.6635616,47.73177
5679,male,42,13,high school dip,45.08792,70,145,135,white,protestant,single,14,12,1,yes,no,18.61539,50,50,2.9239886,3.912023,3.7376697,44.322357
3585,male,41,16,degree,64.71653,70,170,165,white,protestant,married,12,12,2,yes,no,18.61539,80.12,60,2.9239886,4.3835254,3.713572,45.403393
1496,male,41,16,no quals,61.99033,73,215,228,white,protestant,married,12,12,1,yes,no,18.61539,23.42,55,2.9239886,3.1535904,3.713572,45.403393
5450,female,41,12,high school dip,40.45338,66,115,130,white,other,married,7,7,3,yes,no,18.61539,11.5,20,2.9239886,2.442347,3.713572,45.403393
3719,female,44,12,high school dip,45.36054,69,145,132,white,protestant,married,12,9,2,yes,yes,18.61539,7.9,40,2.9239886,2.0668628,3.7841897,42.307705
872,male,42,16,degree,57.62842,71,180,220,white,catholic,married,16,17,4,yes,no,18.63461,52.13,45,2.9250205,3.9537406,3.7376697,44.36812
4047,male,39,9,high school drop-out,28.1855,69,140,165,white,none,married,10,12,7,yes,no,18.63461,16.25,40,2.9250205,2.7880929,3.6635616,47.781048
1913,female,38,12,high school dip,45.63316,62,110,196,white,other,married,10,12,6,yes,no,18.63461,8.75,20,2.9250205,2.1690538,3.637586,49.038445
3261,male,41,9,high school drop-out,36.63671,61,138,138,black,protestant,single,11,11,5,yes,no,18.65385,11,40,2.9260526,2.3978953,3.713572,45.497196
2661,male,41,9,high school drop-out,33.6379,65,210,240,hispanic,catholic,married,6,8,7,no,yes,18.65385,6.5,50,2.9260526,1.8718022,3.713572,45.497196
3310,male,39,12,high school dip,41.54387,72,160,220,black,protestant,married,12,12,0,no,no,18.65385,13.94,40,2.9260526,2.6347623,3.6635616,47.830387
2607,female,42,16,degree,64.98915,66,130,175,white,protestant,married,12,12,0,yes,no,18.65385,14.42,44,2.9260526,2.668616,3.7376697,44.41393
499,female,41,12,high school dip,46.1784,62,122,160,white,catholic,married,10,11,4,yes,no,18.65385,14.98,38,2.9260526,2.706716,3.713572,45.497196
2237,female,41,18,masters,62.80819,67,140,184,white,none,married,12,19,2,yes,no,18.65385,12.75,60,2.9260526,2.5455313,3.713572,45.497196
1296,female,40,12,high school dip,43.72482,60,141,130,white,protestant,married,7,7,0,no,no,18.65385,5.3,40,2.9260526,1.6677068,3.6888795,46.63463
1499,female,45,12,high school dip,52.99389,66,130,173,white,protestant,married,14,15,2,yes,no,18.65385,6.86,35,2.9260526,1.9257075,3.8066626,41.453003
